Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
232,734,Undirected,13182,,0.166667,COP23-250,"implementing paris and the sdgs through fuel subsidy reform and taxation: country best practice practical country and international efforts to remove fossil fuel subsidies and invest in renewables, public transport and energy efficiency. phasing out usd 500 billion subsidies and introduction of fuel taxation has emissions reduction potential of 23% and liberates finance for sustainable energy.",Denmark,Climate Parliament,19
491,555,Undirected,13183,,1,COP21-036,"transformation in the energy sector and achieving indcs several factors are driving energy transformation around the world. now, as countries plan indc implementation, is a perfect moment to remove barriers and encourage clean energy investment. government and private sector experts will discuss how to achieve energy sector transformation.",International Council for Sustainable Energy (ICSE),Center for Clean Air Policy (CCAP),2
39,1332,Undirected,13184,,0.166667,COP26-182,energy transition - defining equity and justice for communities energy transition is at doorsteps but this is also an opportunity to create opportunities for all in terms of livelihoods and equitable energy access. the event will make an attempt to define equity and justice in energy transition for communities at forefront.,Centre for Environment and Development (CED),Thanal Trust,2
39,69,Undirected,13185,,0.166667,COP26-182,energy transition - defining equity and justice for communities energy transition is at doorsteps but this is also an opportunity to create opportunities for all in terms of livelihoods and equitable energy access. the event will make an attempt to define equity and justice in energy transition for communities at forefront.,Centre for Environment and Development (CED),Bangladesh Resource Centre for Indigenous Knowledge (BARCIK),2
1332,69,Undirected,13186,,0.166667,COP26-182,energy transition - defining equity and justice for communities energy transition is at doorsteps but this is also an opportunity to create opportunities for all in terms of livelihoods and equitable energy access. the event will make an attempt to define equity and justice in energy transition for communities at forefront.,Thanal Trust,Bangladesh Resource Centre for Indigenous Knowledge (BARCIK),2
273,69,Undirected,13187,,0.166667,COP26-182,energy transition - defining equity and justice for communities energy transition is at doorsteps but this is also an opportunity to create opportunities for all in terms of livelihoods and equitable energy access. the event will make an attempt to define equity and justice in energy transition for communities at forefront.,Centre for Ecology Development and Research (CEDAR),Bangladesh Resource Centre for Indigenous Knowledge (BARCIK),2
39,273,Undirected,13188,,0.166667,COP26-182,energy transition - defining equity and justice for communities energy transition is at doorsteps but this is also an opportunity to create opportunities for all in terms of livelihoods and equitable energy access. the event will make an attempt to define equity and justice in energy transition for communities at forefront.,Centre for Environment and Development (CED),Centre for Ecology Development and Research (CEDAR),2
1332,273,Undirected,13189,,0.166667,COP26-182,energy transition - defining equity and justice for communities energy transition is at doorsteps but this is also an opportunity to create opportunities for all in terms of livelihoods and equitable energy access. the event will make an attempt to define equity and justice in energy transition for communities at forefront.,Thanal Trust,Centre for Ecology Development and Research (CEDAR),2
1156,840,Undirected,13190,,0.5,COP24-070,"feasible pathways for a just coal transition the event will present research results on feasible trajectories and policy guidance for coal transitions in 6 major coal-producing countries: india, china, australia, south africa, germany and poland. it will take into account the declining coal demand and growth of alternative energy options.",Institut du Développement Durable et des Relations Internationales (IDDRI),Climate Strategies,19
1156,84,Undirected,13191,,0.166667,COP24-070,"feasible pathways for a just coal transition the event will present research results on feasible trajectories and policy guidance for coal transitions in 6 major coal-producing countries: india, china, australia, south africa, germany and poland. it will take into account the declining coal demand and growth of alternative energy options.",Institut du Développement Durable et des Relations Internationales (IDDRI),University of Cape Town (UCT),19
840,84,Undirected,13192,,0.166667,COP24-070,"feasible pathways for a just coal transition the event will present research results on feasible trajectories and policy guidance for coal transitions in 6 major coal-producing countries: india, china, australia, south africa, germany and poland. it will take into account the declining coal demand and growth of alternative energy options.",Climate Strategies,University of Cape Town (UCT),19
1156,1715,Undirected,13193,,0.5,COP24-070,"feasible pathways for a just coal transition the event will present research results on feasible trajectories and policy guidance for coal transitions in 6 major coal-producing countries: india, china, australia, south africa, germany and poland. it will take into account the declining coal demand and growth of alternative energy options.",Institut du Développement Durable et des Relations Internationales (IDDRI),German Institute for Economic Research (DIW Berlin),19
